"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Megill, Tylor","656731","209","12.3",36.4,"110.5","88.9","77.6","93.2","84.5","446","177","394","89",42.6,"21",10,6.2
"Harris, Hogan","663687","208","15.6",36.1,"112.8","88.9","78.6","92.7","86.2","432","176","400","82",39.4,"15",7.2,4.9
"Contreras, Roansy","672710","207","11.3",32.9,"109.6","89.8","79.5","92.2","88","439","169","407","90",43.5,"20",9.7,6.7
"Suter, Brent","608718","205","13.8",33.7,"112.8","86.1","74.8","89.9","84.5","422","169","387","62",30.2,"15",7.3,5.6
"Banks, Tanner","621383","205","10.8",30.2,"116.2","87.5","76.5","91.2","85.5","429","152","399","70",34.1,"13",6.3,4.2
"Vest, Will","676684","205","7.4",36.6,"111.5","88.4","77.7","91.4","86.4","403","151","370","78",38,"6",2.9,2.1
"Thompson, Ryan","657044","204","-0.5",26.5,"113.9","90","78.2","95.3","88.2","441","115","405","91",44.6,"15",7.4,5.5
"Cronin, Declan","686539","204","1.6",29.9,"115.4","89.5","78","93.3","87.3","426","130","426","85",41.7,"10",4.9,3.3
"Hancock, Emerson","676106","202","16.5",39.6,"111.8","88.5","76.5","92.9","85.6","416","180","391","93",46,"20",9.9,7.5
"Barnes, Jacob","606930","202","12.8",43.6,"113","89","78.4","92.9","83.7","447","183","420","84",41.6,"13",6.4,4.7
"Armstrong, Shawn","542888","202","16.7",36.6,"113","88.9","77.6","92.2","87.8","422","178","393","77",38.1,"18",8.9,6.1
"Kelly, Kevin","687330","201","4.7",29.4,"114.9","86.9","74.4","91.8","84.1","426","130","397","74",37,"10",5,3.6
"Kittredge, Andrew","552640","200","11.8",33,"111.1","88.9","78.2","93.4","85.6","439","165","405","79",39.5,"17",8.5,5.9
"Molina, Anthony","683627","199","11.2",38.7,"111.8","90.4","79.1","94","87.6","436","162","403","91",45.7,"16",8,6.1
"Weaver, Luke","596133","198","16.5",35.9,"110.6","89.1","77.9","93.6","82.8","412","180","386","76",38.4,"17",8.6,5.1
"Lambert, Peter","663567","198","16.1",38.9,"110.1","88.1","77.4","90.8","85.8","425","170","401","73",36.9,"12",6.1,4.3
"Knack, Landon","689017","196","21.1",35.7,"111.3","90.6","80.5","95.2","85.1","476","199","402","86",43.9,"20",10.2,7
"Ginkel, Kevin","656464","196","10",35.2,"112.6","89.8","79.4","93.3","86.4","438","161","407","80",40.8,"11",5.6,3.8
"Holmes, Grant","656550","195","13.9",35.9,"111.7","88.7","78.3","92.6","85.4","432","171","398","75",38.5,"13",6.7,4.6
"King, John","667463","195","1.2",27.2,"109.7","88.5","77.8","92.5","86.2","420","122","395","72",36.9,"12",6.2,4.8
"Akin, Keegan","669211","195","18.5",29.7,"113.9","88.3","77.4","93.6","84.9","423","173","407","73",37.4,"15",7.7,4.8
"Wentz, Joey","666214","194","15.5",32.5,"110","88.1","77.2","93.5","83.9","436","165","385","70",36.1,"14",7.2,4.6
"Gaddis, Hunter","683769","194","18.8",29.9,"111.3","88.5","78.2","92.3","85.6","413","173","392","71",36.6,"11",5.7,4
"Lawrence, Justin","664875","194","5.7",32,"115.3","90","78.8","93.6","87.3","468","149","417","82",42.3,"15",7.7,5.4
"Farmer, Buck","571656","193","18.1",35.8,"111.2","88.3","77.6","91.9","87","442","169","392","69",35.8,"16",8.3,5.4
"Thornton, Trent","663423","193","16.2",31.1,"111.7","87.9","77","92.5","83.2","415","163","384","72",37.3,"15",7.8,5.1
"Santana, Dennis","642701","193","14.3",37.3,"109","86.3","75.3","90.4","81.8","402","172","386","63",32.6,"9",4.7,3.1
"Wesneski, Hayden","669713","193","10.8",32.1,"113.3","87.6","75.7","93.6","84.1","448","159","409","71",36.8,"18",9.3,6.4
"Luzardo, Jesús","666200","192","16.5",33.3,"115.5","90.4","80.4","92.8","87.9","415","171","393","79",41.1,"19",9.9,6.9
"Clase, Emmanuel","661403","192","3",31.8,"109.7","86.5","75.5","89.2","85.1","415","126","376","57",29.7,"7",3.6,2.6
"Junis, Jakob","596001","191","15.1",35.1,"116.4","90","80.3","92.2","88.1","480","179","405","81",42.4,"16",8.4,6.3
"Cabrera, Génesis","650893","190","14.1",33.7,"111.1","89.8","79.7","93.1","88.2","439","160","393","78",41.1,"14",7.4,5.2
"Chavez, Jesse","445926","189","11.1",37.6,"117.8","87.3","75.5","91.2","83.4","416","170","386","67",35.4,"12",6.3,4.5
"Sands, Cole","663485","189","17.6",32.8,"113","89","78.6","91.8","87.2","458","180","391","70",37,"12",6.3,4.1
"Milner, Hoby","571948","188","8.4",30.9,"111.8","87.7","75.8","91.6","86.1","424","141","399","68",36.2,"5",2.7,1.9
"Anderson, Chase","502624","188","20",33,"112.8","86.5","74.8","91.3","81.9","418","189","391","62",33,"16",8.5,6.3
"Finnegan, Kyle","640448","187","10.6",31.6,"115.7","91.3","80.4","93.2","90.3","446","161","398","90",48.1,"13",7,4.8
"Pearson, Nate","663878","187","16.8",38,"110.6","90.9","81.3","95","86.9","436","186","395","85",45.5,"19",10.2,6.7
"Weissert, Greg","669711","185","12.8",33.5,"111.1","88.9","78.2","91.8","86.2","407","164","383","75",40.5,"11",5.9,4.2
"Abreu, Bryan","650556","184","16",32.1,"111.3","90.4","81.1","91.6","89.4","412","176","382","70",38,"16",8.7,4.9
"Williams, Trevor","592866","183","13.4",31.7,"111.6","89.4","79.5","92.1","88.3","433","162","410","72",39.3,"12",6.6,4.6
"García, Luis","472610","183","6.3",33.9,"111.6","88.7","77.2","92.9","86.3","430","143","405","72",39.3,"13",7.1,5.1
"Suarez, Robert","663158","183","16",30.6,"109.5","89","78.5","92.5","88","420","163","385","74",40.4,"14",7.7,5.4
"Walker, Ryan","676254","182","9.8",31.3,"116.1","86.4","74.1","91","83.2","427","149","385","55",30.2,"11",6,3.6
"Jarvis, Bryce","686826","182","11.4",34.1,"114.1","90.5","81.3","92.2","89.4","421","172","388","73",40.1,"13",7.1,5
"De Los Santos, Enyel","660853","182","17.5",34.6,"110.6","89.3","78","94.5","84.8","434","182","401","77",42.3,"23",12.6,8.3
"Foley, Jason","671345","182","7.5",36.8,"115.9","89.5","78.2","93.2","86.3","425","160","391","75",41.2,"12",6.6,4.8
"Brieske, Beau","689225","181","14.8",31.5,"111.3","89","78.9","92.2","87","421","174","378","65",35.9,"10",5.5,3.5
"McArthur, James","663704","181","7.1",34.3,"111.1","90.2","79.9","93.3","88.5","438","147","387","73",40.3,"15",8.3,6.1
"Smith, Burch","572143","181","12.9",34.8,"111.4","90.7","80.7","93.2","88.8","455","167","418","81",44.8,"17",9.4,7.1
"Birdsong, Hayden","806185","180","13.8",32.8,"112.5","92","82.1","95.5","87.9","431","184","396","90",50,"16",8.9,5.1
"Fernandez, Ryan","681676","180","10.4",35.6,"111.8","89","78.9","93","85.1","408","158","385","61",33.9,"13",7.2,4.6
"Meyer, Max","676974","180","10.1",27.2,"114","90.6","79","96","87","429","154","398","86",47.8,"25",13.9,10.1
"Martinez, Justin","679885","179","-0.3",27.9,"113.5","86.4","74.4","90.8","84.2","433","115","376","57",31.8,"5",2.8,1.6
"Morejon, Adrian","670970","179","7.1",31.8,"110.7","86.6","74.8","92.3","83.8","442","145","396","58",32.4,"15",8.4,5.5
"Holmes, Clay","605280","178","0.3",24.2,"111.2","88.8","78.1","93.5","86.6","407","115","397","65",36.5,"10",5.6,3.7
"Kinley, Tyler","641755","178","15.5",37.6,"113.1","87.5","75.7","92.7","80.7","461","183","401","59",33.1,"16",9,5.6
"Richards, Trevor","670950","177","18.8",31.1,"110.5","88.3","78.1","91.6","86.1","407","183","380","67",37.9,"12",6.8,4.3
"Stratton, Chris","608717","177","11",38.4,"110.7","87.1","75.1","92.7","82.4","424","165","405","67",37.9,"15",8.5,5.8
"Puk, A.J.","640462","176","16.8",35.2,"111","86.2","74.5","91.4","82","405","171","388","59",33.5,"7",4,2.4
"Iglesias, Raisel","628452","175","14.2",25.7,"115.1","86","74.4","90.8","81.4","416","158","404","54",30.9,"7",4,2.7
"Festa, David","701581","175","15.1",41.1,"111.8","89.5","79.4","92.5","87.5","459","180","412","68",38.9,"15",8.6,5.4
"McFarland, T.J.","519008","175","3.2",25.7,"114.9","87.5","76.1","93.5","85.7","420","118","405","61",34.9,"8",4.6,3.4
"Baumann, Mike","657508","174","14.5",33.9,"111.2","91.1","82.2","92.9","88.9","431","175","395","76",43.7,"16",9.2,6.1
"Miller, Bobby","676272","174","10.4",34.5,"115.6","91.5","81.4","95.9","87.7","437","168","399","83",47.7,"20",11.5,7.8
"Koenig, Jared","657649","174","10.5",27.6,"113.1","87.5","76.1","91.4","85.1","434","148","407","62",35.6,"14",8,5.3
"Smyly, Drew","592767","173","19.5",34.1,"114.1","89.2","78.3","91.9","89.8","431","179","394","66",38.2,"11",6.4,4.3
"Buttó, José","676130","172","15.9",30.2,"114.5","88.7","78.1","94.2","84.5","445","167","406","65",37.8,"13",7.6,4.4
"Maton, Phil","664208","172","12.9",32,"111.6","86.5","74.4","92.2","83.7","422","154","397","57",33.1,"12",7,4.5
"Mantiply, Joe","573009","172","5.4",26.2,"113.5","88.1","76.3","94.3","83.7","408","143","408","72",41.9,"13",7.6,5.3
"Bednar, David","670280","172","17.9",30.8,"111.3","90.2","80","92.7","88.1","433","180","407","68",39.5,"16",9.3,6.1
"Adam, Jason","592094","172","13.8",29.7,"117.8","88.5","77.1","93.7","84.7","444","165","430","65",37.8,"11",6.4,3.9
"Romero, JoJo","668941","171","7.9",34.5,"114.3","89.9","79.3","93","87.8","438","154","403","68",39.8,"18",10.5,7.4
"Priester, Quinn","682990","171","5.9",28.1,"111.5","89.3","77.7","93.4","87.2","421","130","398","79",46.2,"7",4.1,3.2
"Scott, Tayler","605463","171","13.5",33.3,"113.2","88","77.7","92.9","84","399","159","367","61",35.7,"6",3.5,2.1
"Scott, Tanner","656945","171","11.1",29.8,"109.3","84.3","71.8","90.5","81.3","409","134","390","47",27.5,"8",4.7,2.7
"Hudson, Daniel","543339","170","18.1",30.6,"113","90.4","79.9","93.8","87.6","452","176","399","84",49.4,"21",12.4,8.3
"Varland, Louie","686973","169","11.1",41.4,"114","90.6","80.3","93.4","88","435","174","400","76",45,"15",8.9,6.3
"Zerpa, Angel","672582","169","2.8",27.8,"112.3","90.3","80.1","93.7","89.1","452","125","412","74",43.8,"12",7.1,5
"Jiménez, Joe","641729","168","16.3",29.8,"111.9","87.8","77.8","92.7","83.1","396","175","385","55",32.7,"8",4.8,2.9
"Smith, Cade","671922","166","11.8",39.2,"120.3","90.4","80.1","94.9","88.7","414","163","402","71",42.8,"14",8.4,4.8
"Voth, Austin","608723","166","16.2",40.4,"115.5","85.8","74.6","89.1","81.7","420","178","393","49",29.5,"13",7.8,5.2
"Alvarado, José","621237","166","12.6",31.3,"111.8","89.5","78.5","93.4","86.6","427","146","401","68",41,"11",6.6,4.3
"Neris, Héctor","593576","165","14.8",34.5,"109.4","88.6","77.5","93.1","84.3","416","174","390","67",40.6,"15",9.1,5.8
"Miller, Tyson","668338","165","20.3",33.3,"111.3","88.2","77.7","92.9","81.6","451","186","414","57",34.5,"13",7.9,5.5
"Pressly, Ryan","519151","165","6.2",37,"119.3","89.8","78.8","96","84.4","473","154","415","69",41.8,"13",7.9,5.3
"Winn, Keaton","676775","165","8.7",34.5,"113.4","93.1","83.8","96.7","90.2","467","164","402","80",50.6,"14",8.5,5.9
"Helsley, Ryan","664854","164","18.3",36.6,"114.3","89.4","80.2","90.4","90.5","425","168","404","58",35.4,"6",3.7,2.3
"Robertson, David","502085","164","9.9",31.1,"111.7","88.7","77.8","90.6","86.8","427","153","410","62",37.8,"9",5.5,3
"Domínguez, Seranthony","622554","164","16.3",35.4,"109","86.9","75.3","91","83.5","438","178","396","54",32.9,"20",12.2,7.8
"Martinez, Seth","661527","164","16.4",31.1,"109","88.4","77.6","91.3","88.3","405","159","374","66",40.2,"11",6.7,5
"Bido, Osvaldo","674370","163","21.7",32.5,"112","85.6","74","90.7","79.7","407","176","399","44",27,"7",4.3,2.7
"Jax, Griffin","643377","163","6.3",23.9,"111.3","88.2","77.1","92.1","85.8","415","141","395","63",38.7,"13",8,4.7
"Leclerc, José","600917","163","18",36.2,"115.8","87.4","76","91.3","83","405","173","391","50",30.7,"12",7.4,4.2
"Rogers, Taylor","573124","161","12.3",32.3,"111.1","86.7","74.6","90.3","85.2","430","152","385","53",32.9,"10",6.2,4
"Elder, Bryce","693821","161","8.1",31.1,"109.6","89.9","79.6","92.9","88.4","426","149","406","73",45.3,"14",8.7,6.2
"Matsui, Yuki","673513","161","18.2",30.4,"112.4","88.5","77.5","92.5","84.2","425","175","387","60",37.3,"11",6.8,4.3
"Faedo, Alex","656412","160","14.8",39.4,"113.5","88.3","77.9","92","84.5","409","176","390","55",34.4,"10",6.3,4.1
"Cano, Yennier","666974","159","-1.9",25.8,"113.6","89.9","79","94.4","87.7","440","117","400","69",43.4,"10",6.3,4
"Erceg, Lucas","668674","159","6.6",31.4,"110.3","85.9","74","90","82.8","422","148","410","53",33.3,"10",6.3,4
"Herrin, Tim","682120","159","7.4",28.3,"111.5","86.9","75.2","91.7","84.3","457","137","415","58",36.5,"11",6.9,4.3
"Pérez, Cionel","672335","159","4.1",28.9,"116.4","88.3","77","93.6","85.9","403","131",,"54",34,"8",5,3.4
"Garcia, Robert","676395","159","11.5",29.6,"111.4","87.7","77.7","90.9","86.3","444","145","405","48",30.2,"5",3.1,2
"Miller, Shelby","571946","158","16.8",31,"109","91.1","82","93.8","89.7","429","179","404","65",41.1,"12",7.6,5.3
"Miller, Erik","669062","158","10.7",25.3,"112.7","89.5","79.1","92","88.6","406","148","380","65",41.1,"11",7,3.9
"Kerkering, Orion","689147","158","5.4",32.3,"116.9","87.3","76.4","90.5","85.7","398","136","380","53",33.5,"8",5.1,3.1
"Mears, Nick","683232","157","14.3",38.2,"109.7","88.1","77.7","91","84.9","435","182","405","52",33.1,"11",7,4.3
"Hoffman, Jeff","656546","157","17.3",32.5,"112.5","88.3","76.3","94.1","85","424","178","391","66",42,"12",7.6,4.5
"Rodriguez, Eduardo","593958","157","14.5",39.5,"117.2","88.7","76.9","92.9","85","430","176","403","66",42,"17",10.8,7.6
"Cleavinger, Garrett","664076","157","12.5",35,"110.8","86.9","75.1","91.6","82.8","425","172","408","53",33.8,"15",9.6,5.6
"Kolek, Stephen","663568","156","3.6",30.8,"113.5","88.1","76.1","91.7","85.9","431","123","420","64",41,"6",3.8,2.8
"Payamps, Joel","606303","156","15.9",34,"118.5","89.4","78.2","95.8","83.6","421","178","397","68",43.6,"15",9.6,6.4
"Pop, Zach","647315","155","4.9",25.2,"113.1","88.9","77.2","94.3","86.3","416","129","380","69",44.5,"11",7.1,5.3
"Slaten, Justin","686580","155","8.6",29.7,"112.2","87.8","76.4","93.6","84.6","426","141","397","57",36.8,"6",3.9,2.7
"Bummer, Aaron","607481","155","0",29,"112.4","86.6","74.3","90.4","85.3","400","110","362","51",32.9,"2",1.3,0.8
"Schreiber, John","670167","154","10.2",25.3,"112.9","89","77.8","90.9","88.6","411","131","376","57",37,"6",3.9,2.7
"Kuhl, Chad","641771","154","10.2",33.8,"110.1","88.4","77.7","92.5","85","416","156","383","59",38.3,"9",5.8,3.8
"Rainey, Tanner","663432","154","25.8",33.8,"109.4","91.1","81.8","94.5","86.7","415","199","395","66",42.9,"22",14.3,9.5
"Brebbia, John","605154","153","19.7",39.9,"111.4","88.8","77.8","92.3","84.2","440","200","394","57",37.3,"16",10.5,6.6
"Nicolas, Kyle","693312","153","10.8",34,"112.4","90","80.2","93.1","87.3","431","165","400","62",40.5,"13",8.5,5.3
"Hoeing, Bryan","663773","153","7.2",36.6,"114.4","90.9","80.3","92.5","90.3","428","146","405","70",45.8,"12",7.8,5.7
"Alcala, Jorge","660896","153","19",32,"109","86.6","75.4","92.1","81.8","443","176","401","50",32.7,"11",7.2,4.7
"Suarez, José","660761","153","13.4",37.3,"111.6","89","76.7","93.5","86.9","431","167","386","73",47.7,"13",8.5,5.4
"Ferguson, Caleb","657571","153","9.9",35.9,"114.1","88.2","76.9","89","88","432","156","413","57",37.3,"10",6.5,4
"Kopech, Michael","656629","152","16.9",34.2,"110.3","89","78.9","91.7","85.8","433","184","408","62",40.8,"16",10.5,5.7
"Doval, Camilo","666808","152","-0.2",27.6,"121.5","89.5","77.7","96.4","84.9","410","133","381","65",42.8,"13",8.6,4.8
"Kelly, Zack","677161","151","12",35.1,"114.4","87.2","76","92.7","83.9","470","158","419","47",31.1,"15",9.9,6.2
"Peguero, Elvis","665625","151","3.2",29.1,"112.6","90.1","79.6","92.5","89.1","420","126","401","61",40.4,"8",5.3,3.5
"Webb, Jacob","657097","151","17.7",33.8,"115.5","87.4","76.1","93.3","80.2","402","182","396","52",34.4,"12",7.9,5.1
"Anderson, Justin","605121","150","15.4",39.3,"111.3","87.3","75.1","91.8","83.8","439","181","404","53",35.3,"13",8.7,5.3
"Díaz, Alexis","664747","150","22.6",31.3,"110.7","88.5","77.9","91.6","86.1","427","171","404","57",38,"10",6.7,4.1
"Estévez, Carlos","608032","149","19.5",38.9,"111.6","90.3","81.1","93.8","85.5","414","191","391","63",42.3,"15",10.1,7.1
"Green, Chad","643338","148","17.2",35.1,"115.2","91.3","81.4","95.1","86.1","426","189","381","68",45.9,"13",8.8,6.2
"Hudson, Bryan","663542","148","14.2",35.8,"111.6","87.8","76.4","92.2","83.7","430","165","394","54",36.5,"10",6.8,4.3
"Jackson, Luke","592426","148","8.4",31.1,"109.5","89.2","78.7","93.4","85.9","422","152","391","59",39.9,"13",8.8,5.5
"Wicks, Jordan","696136","148","14.9",35.8,"118.1","89.4","78.6","93","85.2","418","179","397","59",39.9,"13",8.8,6.1
"Phillips, Evan","623465","147","11.9",36.1,"117.7","85.9","74.2","89","83.4","462","169","410","48",32.7,"9",6.1,3.9
"Hader, Josh","623352","147","21.2",33.3,"111","89.7","79.3","94.1","85.7","423","194","387","57",38.8,"15",10.2,5.4
"Lee, Dylan","669276","147","16.8",35.4,"111.2","87.5","76.8","91.4","82.7","436","184","395","47",32,"11",7.5,4.6
"Ruiz, José","614179","147","12.4",28.6,"111","90.7","80.9","94.4","88.4","449","159","405","62",42.2,"12",8.2,5.5
"Bender, Anthony","669622","147","8.7",32,"115.7","87.7","75.8","93.6","84.5","411","142","402","60",40.8,"7",4.8,3.1
"Stanek, Ryne","592773","146","19",34.2,"109.9","90.2","81","92.3","88.3","406","196","396","61",41.8,"14",9.6,5.8
"López, Jorge","605347","146","9.1",27.4,"109.5","88.7","77.3","93.3","86.3","418","147","389","58",39.7,"12",8.2,5.6
"Rodríguez, Randy","678495","146","13.4",26,"114.2","88.1","76.9","92","83.6","434","163","418","55",37.7,"11",7.5,5
"Martin, Davis","663436","145","11.9",26.2,"112","87.9","76.2","93.2","84","409","155","387","55",37.9,"11",7.6,5
"Sandlin, Nick","680704","145","18.3",29,"113.5","91.3","81.1","94.7","89.1","418","175","392","62",42.8,"16",11,6.5
"Leiter Jr., Mark","643410","145","11.3",33.1,"110.4","88.8","77.7","93.2","86.6","433","153","399","58",40,"12",8.3,4.7
"Chafin, Andrew","605177","144","15",37.5,"108.9","88.5","78.8","89.8","87.7","406","177","369","49",34,"9",6.3,3.7
"Ottavino, Adam","493603","144","13.6",33.3,"110.6","87.1","75.4","91.3","84.7","423","161","400","50",34.7,"11",7.6,4.5
"Soto, Gregory","642397","144","6.2",34.7,"110.9","88.6","77.3","92.6","86.4","406","140","382","63",43.8,"11",7.6,4.5
"Cruz, Fernando","518585","143","13.9",40.6,"112.3","88.7","76.2","94.1","82.1","458","181","404","63",44.1,"14",9.8,4.9
"Harvey, Hunter","640451","143","10.9",37.8,"112.4","90.4","79.4","94.2","87.5","442","165","407","69",48.3,"13",9.1,5.9
"Wilson, Justin","458677","143","17.8",35.7,"112","88.6","76.7","93.6","87.3","444","176","394","59",41.3,"16",11.2,7.7
"Roupp, Landen","694738","143","10.6",35,"111.6","89","77.6","94","86.6","402","151","401","56",39.2,"7",4.9,3.2
"Faucher, Calvin","676534","142","9",31.7,"110.4","89.6","79.4","91.4","87.9","400","152",,"56",39.4,"11",7.7,4.7
"Johnson, Pierce","572955","142","11.7",33.8,"112.3","89.4","79","92.7","86.7","439","161","405","56",39.4,"12",8.5,5.1
"Bernardino, Brennan","657514","142","8.4",33.8,"111.2","88","76.8","93.1","83.7","428","154","394","53",37.3,"10",7,4.4
"Mlodzinski, Carmen","669387","142","12.9",29.6,"112.3","89.3","79.4","90.7","88.6","450","159","400","50",35.2,"4",2.8,1.9
"Duran, Jhoan","661395","141","-3.1",27.7,"109.9","87","74.9","92.7","85.7","410","112","380","51",36.2,"5",3.5,2.2
"Strahm, Matt","621381","141","21.6",36.2,"113.2","89.2","79","92.8","85.8","422","190","389","53",37.6,"10",7.1,4.2
"Moore, Matt","519043","141","23",38.3,"113.1","88.8","78.6","94.9","80.9","455","190","399","50",35.5,"13",9.2,6.2
"Vesia, Alex","681911","140","30",29.3,"113.3","87.5","76.2","93.8","82","462","192","402","49",35,"17",12.1,6.5
"Turnbull, Spencer","605513","139","10.7",33.1,"108.9","87.8","76.4","91","85.9","413","157","398","59",42.4,"10",7.2,4.5
"Thielbar, Caleb","573204","139","16.2",33.8,"110.4","88.3","77.1","93.2","84.2","432","167","408","47",33.8,"14",10.1,6.5
"Grove, Michael","675627","139","10.5",30.9,"116.7","87.6","76","92.7","84.9","409","148","389","47",33.8,"13",9.4,6
"Banda, Anthony","607455","139","11.9",30.9,"117","88.3","76.7","92.3","85.7","408","154","388","54",38.8,"9",6.5,4.3
"Brazobán, Huascar","623211","138","10.4",33.3,"110.1","82.3","69.8","87.7","77.5","394","143","380","34",24.6,"6",4.3,2.8
"Brown, Ben","676962","138","16.2",34.1,"113.7","91.8","81.6","95.9","90.2","427","179","390","71",51.4,"15",10.9,6.8
"Barlow, Scott","605130","138","9",33.3,"109.7","86.2","73.8","92.2","82.3","421","150","391","45",32.6,"8",5.8,3.3
"Holderman, Colin","670059","137","15.7",37.2,"112.3","87.6","75.9","94","83.1","422","172","405","52",38,"15",10.9,6.7
"Jansen, Kenley","445276","135","22.3",36.3,"114.6","90.4","81.4","92.2","89.7","424","200","402","50",37,"15",11.1,6.9
"Ramírez, Yohan","670990","134","12.2",29.9,"113","88.5","77.6","93.1","85.6","434","148","414","46",34.3,"9",6.7,4.3
"Sims, Lucas","608371","134","24.1",32.8,"110.6","85.4","72.8","90.7","79.7","421","190","382","42",31.3,"13",9.7,6
"Estrada, Jeremiah","669093","134","17.5",35.8,"109.8","89.2","79.3","91.1","89.4","445","177","403","50",37.3,"7",5.2,2.8
"Garrett, Reed","657585","132","13.5",28,"110.3","87.5","75.6","90.4","86.6","420","144","400","49",37.1,"7",5.3,2.8
"Dubin, Shawn","681869","130","12.1",31.5,"112.6","89.5","79","92.4","88.1","414","160","395","55",42.3,"10",7.7,4.8
"Chapman, Aroldis","547973","126","11.2",31,"112","90.5","80.4","93.5","88.1","428","170","400","52",41.3,"9",7.1,3.4
"Muñoz, Andrés","662253","126","1.5",31,"108.8","86.3","74.8","92.3","82.5","438","139","408","42",33.3,"11",8.7,4.7
"Boyle, Joe","671212","126","16.2",32.5,"110.7","88.2","77.4","91.3","86.3","406","162","378","51",40.5,"5",4,2.2
"Kimbrel, Craig","518886","123","17.3",37.4,"120","91.1","81.6","94.6","87.1","431","190","404","53",43.1,"13",10.6,5.6
"Miller, Mason","695243","123","17.9",28.5,"109.8","86.1","74.7","91.8","81.7","407","163","379","40",32.5,"7",5.7,2.8
"Yates, Kirby","489446","121","15.2",16.5,"106.5","87.5","77","91.3","85.9","392","147","383","40",33.1,"5",4.1,2.1
"Nardi, Andrew","677053","121","21.5",33.9,"112.7","88.2","77.8","89.7","87.6","454","197","399","42",34.7,"9",7.4,4.3
"Ferguson, Tyler","621053","119","17.3",31.9,"116.3","88.2","76.6","90.6","86.7","430","172","413","46",38.7,"10",8.4,4.8
"Díaz, Edwin","621242","109","13.9",32.1,"110.7","85.9","74.7","92.5","81.6","428","160","390","33",30.3,"8",7.3,3.7